Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,Redfin_Value
3005,263826,281885,165513,2887,2058,1302,1258,162902
2759,311106,482587,515685,2688,3097,1440,3371,391485
2225,153836,487217,385135,2031,1308,1505,2934,205107
1339,105309,526376,263127,3142,3932,705,2610,568335
2153,437561,314656,472255,2592,3178,843,2957,599084
3035,290358,374691,277638,3267,3363,1689,2203,466077
1615,296191,389382,443145,1189,3059,1475,3198,171858
3046,383751,252150,382959,1019,2301,1299,1635,223872
2733,347100,145973,312179,3076,3536,1680,2006,322103
1938,357657,298338,206645,2366,1325,882,2938,328766
997,154009,231591,456904,3376,1443,1976,2373,491133
1068,398812,92460,298713,1110,2448,1713,1181,182770
3386,238199,250521,212346,2314,2082,1270,1325,118633
807,258847,107001,405247,3300,3620,1333,2007,550483
2977,387360,299325,112493,2639,1117,720,2932,95453
2635,343931,289798,382727,3272,1881,1775,1353,539063
3127,233070,219859,586685,1602,3119,1684,3319,267432
1074,322689,125192,278226,2172,2219,1337,1430,230863
2064,343546,169864,427855,1133,1193,748,2375,299232
1044,296118,371907,160057,2292,1191,1642,2460,105965
3184,408277,323767,92645,1495,2799,1776,2733,463520
2330,155149,99219,129690,3461,2476,825,3022,537447
3197,499640,317452,254639,2517,2790,1243,1889,90102
3317,151918,174836,577081,1027,996,1928,3124,291505
931,477885,524073,133678,2090,3799,1974,3119,341524
985,142470,207863,563343,909,3827,1729,2277,233458
1207,210256,193435,289249,3237,2844,1992,3109,533639
1501,404545,97771,455690,2655,2738,851,1206,253448
2632,257561,245887,338439,2037,2019,919,2045,523152
1351,352984,282378,279509,2557,1212,1886,3162,186373
2926,227531,174426,95682,1345,3327,1522,2586,141026
2320,353736,98038,362972,2525,2623,1547,2899,541969
2507,431859,489554,113695,2936,1023,1855,1285,272739
901,271091,279307,203136,1386,1170,1481,3260,112385
1430,259276,322414,377667,3487,2865,1296,2619,122407
2251,163895,521570,120048,2620,1298,1638,2920,531542
948,284977,445558,491091,1876,1068,1645,3182,508475
2433,259167,427253,320968,2728,2961,820,2992,261444
1903,459860,169378,296121,1269,2067,1108,3079,409934
2536,218143,213994,100492,1999,3523,1422,2036,294492
1983,479837,98807,134141,1046,1199,1882,2296,384747
3367,431518,531453,564847,2691,1627,1007,2604,380415
1392,105382,238703,143730,2099,3940,1187,2674,457668
2024,187591,534170,170106,1770,1810,1688,1397,242060
1497,459104,244882,222421,2896,2709,1377,1414,444322
3474,377272,480932,103903,3099,3178,1433,1353,456488
3361,381644,278026,314538,999,1755,1296,3482,211528
1001,412152,343750,591503,2580,1287,882,2970,172190
960,324330,271267,266866,2607,1465,1552,2022,451055
1366,243085,302393,166520,2203,1364,1605,3037,108570
2232,142474,235105,339806,987,2616,1157,1296,137143
970,186453,278519,186247,2878,956,1352,1569,448273
2706,339595,407283,422955,1598,2597,1756,1500,516779
1898,149550,269271,345936,1844,1584,739,2481,457641
1495,485429,367238,387034,3179,3291,1898,3101,494030
1556,356109,493106,404707,2639,1749,937,3043,431635
1116,431033,104802,259505,3046,2768,1172,1232,494173
2017,202612,358304,418249,1389,3042,1404,2140,343841
1446,443763,359923,534305,2393,1169,838,3266,470015
2210,398045,261432,475486,2627,2856,1643,3416,583856
3498,165662,177797,443501,2279,1356,979,3398,487692
2184,411569,165974,109232,2076,3979,1094,1547,289726
867,93512,376566,192634,947,2927,1546,2490,260345
2579,116584,496537,397467,1954,1857,1831,1765,400306
3260,150865,245101,491021,2758,3236,1119,2296,329069
3125,493089,532602,196890,1068,1335,833,2225,338476
1038,389216,396650,183085,2284,2622,1152,2129,303642
2120,315614,371496,510019,2076,3564,1931,1556,171112
1314,90837,350395,134370,2473,1548,1449,2546,581251
879,440644,499499,150484,1024,2234,1590,2810,158417
2721,276709,275033,151922,2648,1958,1730,1708,314850
841,459436,524432,201193,2947,1332,1523,2232,290429
3226,379125,404731,561251,1619,1649,1131,1549,274338
3397,233796,449523,146040,910,2678,1156,1404,195182
1520,473476,347582,270784,3403,3203,1639,3280,159256
1072,427856,494798,146113,2122,2896,1076,1946,401239
2806,499608,356347,541446,1635,1386,1340,1552,482746
3265,412373,305312,491072,2823,2557,1471,2889,563923
1180,129265,442835,296790,3239,3707,1349,3174,152437
1673,390210,179547,198223,2387,1545,1526,3082,449587
3445,203729,461212,515961,3361,2294,1301,1220,514318
2015,210480,418748,461305,3316,1503,1599,1814,491016
893,389636,226536,315641,1699,1493,970,1898,349908
3410,261708,250952,443535,3400,2003,1206,2365,341484
1784,380131,193697,527985,1768,3798,1156,1436,541007
1465,472980,467003,289585,2576,2083,1357,2951,446562
3117,347163,273056,304718,1486,2452,1745,1987,245119
1849,465151,147339,433735,1128,1606,1752,2179,462648
1805,150804,453813,525717,903,3787,1634,3116,580962
3419,283835,301937,488314,1638,2519,740,2714,207854
2899,99306,392308,202243,2318,3664,811,2324,231827
1457,443156,399829,555246,1664,2971,1637,1904,344341
1207,340790,376557,164750,1376,1197,1229,1581,272082
1403,383079,211501,140451,2913,3028,1118,3464,229898
2742,269534,236491,226247,1772,1639,1266,1408,575608
2545,354271,93723,514139,1135,3095,1634,1958,481131
2148,335592,262492,218145,2707,3785,1789,2495,381749
2321,149162,91512,324026,1058,1108,1709,1351,511929
2957,106931,481537,599144,3372,3261,1496,1799,480225
1966,429082,538457,422249,2046,2902,1948,1253,391420
3343,423719,404117,433574,1271,3509,1951,3025,563067
3438,259354,95451,406900,3187,1297,1568,3052,191904
2946,289459,262945,219468,1269,2965,1308,2130,209064
2615,113753,394334,257572,991,3118,1055,2523,461153
1255,450498,428494,563475,3033,1015,1762,2653,285092
3209,96099,306278,295467,1802,3785,1279,3302,179874
2709,256357,307426,340716,1691,3492,1402,2438,275682
1911,130449,108915,237651,916,1558,956,2708,480424
3336,240404,263234,116344,968,3593,1202,1984,575742
1483,91013,311133,389531,986,2319,855,1852,575224
3312,189111,400546,518153,1681,2926,1644,1568,151366
1535,126730,353469,395551,2847,1055,1183,1437,345188
2779,236340,111644,486969,2285,3828,1328,1331,217292
2200,462730,284871,577557,3146,2623,1696,2661,537302
2674,373726,139965,267022,2124,3836,1514,1220,576769
1734,355635,113957,298050,2816,928,1916,2485,109739
2716,357638,347305,229046,2106,3852,1896,1812,598244
3052,225356,168748,511459,2077,1546,1385,3356,128845
2681,432089,317824,501458,1674,3166,1738,1507,594194
2884,457754,434021,472943,2090,1683,1551,1939,445858
926,354881,511678,169057,2618,1766,1479,2442,517985
2491,471248,102200,193186,2111,3900,1421,1955,181680
1036,484191,426876,392134,1695,2874,1901,2435,291859
1240,390428,157192,94102,1727,2185,1692,2996,227399
1756,286198,153475,584905,3052,3396,756,1751,202212
2514,121749,349304,553052,953,3426,1001,2582,585870
1241,185814,146759,598907,1493,2546,1844,2995,415445
3321,198370,359234,131781,2565,3364,1560,2159,249572
1055,131490,196444,415662,3000,3782,792,1554,329236
2989,378878,502794,578969,1137,3720,1214,2319,548042
3136,310335,520407,185516,1890,2402,1227,1498,512143
3302,497276,145368,572323,2912,2804,888,3232,216987
2425,278733,170153,170269,2573,1827,955,1724,142245
1476,149160,523564,596350,1833,3171,1656,1584,248321
2285,279903,407689,443573,1651,1439,1999,2981,596752
1799,339569,143599,216334,2216,2783,1311,1311,348867
1804,220015,392933,511468,950,3905,1905,3371,576002
1540,361847,339816,533346,2913,2550,1266,2035,445536
866,324682,333873,467691,2753,910,1738,3092,463376
1213,448023,325511,238478,1910,2785,1930,3385,543439
2055,209055,296600,258149,975,1104,1570,3321,484334
1545,239317,134865,218890,979,3276,746,2263,406518
1708,277320,233104,402777,3006,2152,1323,2610,410871
2685,196485,525801,273354,2126,3286,1777,1816,599475
1687,151922,277347,126165,915,3253,892,1897,100335
833,298842,535677,488302,1178,1433,1475,1452,354381
3058,336450,120190,143286,1971,3095,736,2779,591651
980,475614,523468,130793,3221,2393,1038,2164,560955
1500,432125,425144,364591,1888,1220,1641,2773,587789
1180,131526,133298,94191,2969,3920,857,3235,442475
3180,173593,350244,233655,2440,1227,1112,2737,238409
2159,254164,223877,105499,2238,3435,1899,3210,416170
1483,202991,362365,138860,3046,2853,1232,1811,475123
1940,204286,170794,384036,3182,2709,1834,3440,502388
3211,454117,162330,526621,2655,3419,1540,1289,129286
1265,370013,379009,113816,1788,2347,1353,2608,206834
1203,464980,173228,269131,1212,3611,745,2557,268069
2837,435729,375704,240464,3203,3407,1105,1168,252131
1610,362923,257801,591371,1564,3860,1761,1994,315412
2392,275485,472473,193537,2375,2168,1150,2444,423203
3419,180324,471934,280284,3381,3117,1831,1101,380503
1087,298014,456432,483287,1633,1262,1188,2658,512921
961,235765,484643,518856,1252,1954,1267,1124,188500
2478,130549,125022,567533,1029,1447,1772,2254,480011
2415,96589,189267,343072,3260,1904,1274,2681,413206
1861,327769,298901,429556,2461,3049,756,2578,491059
2251,198567,139863,215810,1444,980,1623,1419,418822
1416,276397,452242,370714,2610,3325,1120,1566,110834
955,253979,381853,253663,2027,2782,1548,3127,456574
1368,120803,302879,372351,2656,2465,1647,1793,540208
3048,249071,539856,366377,3188,2631,1465,1596,526870
2124,438972,458572,153793,1602,1090,1303,3045,329871
2724,168120,347702,263790,965,1772,1754,3449,421184
2257,330345,320120,494377,2534,3088,840,1291,574793
2793,129383,235995,254131,2875,1538,1527,1785,430859
2848,231209,148477,226963,2259,2251,1165,3291,491792
1151,393895,416710,388283,1024,1096,1151,3407,92457
1541,232664,404507,395244,2780,3629,1947,1664,193205
2462,403548,228135,340200,2918,1986,1838,1872,504246
1932,350968,402229,350879,2260,1455,1740,1129,294813
1464,464800,121875,287755,1922,1789,894,1547,510860
3151,266806,138562,291640,2693,1627,728,1378,563979
2800,475771,273070,458522,1731,3154,996,2491,327911
3096,463974,399492,517785,2108,3581,1176,2698,122670
2585,239804,97773,356269,3461,3210,1878,2584,150010
3484,397081,230266,91459,3439,2235,1726,2431,582237
1974,126616,209401,314660,2664,1007,1759,2190,384533
2972,348668,492432,290587,998,1013,1413,1912,504392
1905,408065,221523,531018,939,1504,817,2949,206172
924,196855,481855,237628,1314,3693,1198,3370,343076
2864,461990,197014,362906,2190,1562,1033,2265,556749
3045,349977,198032,545661,1342,3054,1985,1318,515163
857,222535,447969,371765,3403,1502,1602,2413,569002
2496,167832,354956,362249,1756,1798,1072,1765,504652
2464,450641,182466,485292,1779,3419,1916,1966,383018
1148,312590,193298,137750,1313,2214,765,2555,289510
942,92938,369951,148917,2344,3746,1316,2327,418771
1678,367162,283891,522549,2639,2559,1660,3409,330634
2994,343524,227323,568149,2664,1348,1993,3326,294726
1516,301009,313933,323387,1335,3497,1795,2210,264362
2575,385675,139186,270785,1987,3229,1000,2709,267432
2382,230441,491425,496757,1470,1433,1555,3197,494195
2717,130867,440726,224036,1189,940,1375,1797,588543
3073,228359,549973,327176,3377,2043,740,3421,468503
3305,345576,197898,424796,3250,3169,1591,1770,593893
2148,220333,503248,131757,1325,3440,1921,2329,588153
2294,210580,420125,598129,1433,3407,1765,2347,424430
986,258619,138057,325127,2246,1105,747,2089,586427
898,464894,284843,123178,1530,1632,1376,1588,542148
2773,401168,177156,131015,1865,2300,933,2636,100676
3406,250432,148994,314266,2479,2833,755,1461,200776
2055,176058,138082,377728,2081,3114,784,2930,299265
3452,340084,330835,236056,3451,3512,1148,1129,412485
2042,366660,368237,171807,1271,2568,1937,1783,373547
1749,127959,533201,345549,1761,3905,1741,1130,175633
2412,364645,308984,324094,2886,1889,1759,1570,103902
2331,138165,480050,204116,1598,3072,1971,2038,229594
2343,116694,461625,144341,1037,1169,1426,1205,596284
1034,383153,461618,190389,2613,3269,766,1492,494379
1782,388792,428488,384980,3315,2791,1600,2377,417198
2229,265094,258006,535232,3034,1178,1192,2520,288608
3434,182879,440059,151231,1598,1878,926,1459,562717
1061,354190,419858,351413,1676,2384,1212,1938,291037
1972,157300,516996,144432,2646,2415,915,1287,299120
2087,254409,404119,430217,1584,1615,1416,1527,207560
1629,141063,100615,442309,934,3034,887,2413,507087
2202,475016,372471,401113,1022,3209,1022,2496,145629
3223,285537,245314,467541,2738,2376,925,2288,308145
2715,474056,456195,480143,1313,3345,1836,2349,350980
2492,397120,139786,466211,1509,3548,1527,3270,306686
1356,408512,274410,543525,2663,1521,1262,3127,133119
2776,332715,428100,584198,3065,2402,1081,1202,207090
1733,413826,225865,507881,2646,2286,1242,2870,174718
2531,380801,287132,182989,2436,3408,1240,2240,197048
2065,205526,191515,230089,3359,1785,1258,2636,561348
3355,153493,225827,437839,2388,2079,966,3277,481197
1077,336472,307625,548000,1590,1373,1724,3454,235444
1418,227917,121513,309115,1069,963,1735,2625,322319
1583,141530,458059,172224,2827,2539,714,3371,565166
2018,401394,506968,497533,2031,2002,1701,3330,388909
2955,402219,287693,447243,1618,2790,1512,2701,238768
1692,353111,289567,502420,3305,3843,1123,1787,434976
2767,230250,169166,539359,1732,3600,1196,2703,585418
2116,235686,171214,409485,1439,3207,957,2599,531795
1650,415708,194097,129401,2236,1451,999,2272,176453
2436,467477,416458,109104,1294,2803,860,3341,339519
1772,240281,374001,513581,2548,2825,1482,2295,543889
2044,444945,302772,565187,2432,3706,951,3077,369338
2598,188395,170569,200567,1679,3534,1741,1585,171402
2240,336840,198567,195717,3374,3222,1125,2996,214633
809,270704,438302,505707,1663,2114,1354,3011,128597
3242,268205,311755,266178,3478,2555,1385,1652,217255
1752,176266,494362,194796,1296,1086,1415,3114,321727
1611,282671,445457,171970,1550,1955,726,1643,323775
2813,233654,484621,307900,1633,2657,1184,3204,249995
3159,287026,270703,391697,1245,1732,1279,2295,585075
3264,441498,254755,476213,2823,2606,1163,1599,202445
907,172436,400663,399197,1261,3586,1737,1883,515917
1370,285151,346982,162402,1100,2066,1971,1857,248638
2968,405511,464766,253812,3195,1312,1678,3333,118226
3089,296855,215130,166562,1006,1953,1940,1572,470127
833,153048,300945,152567,1182,1203,1795,2764,261359
3295,111489,310046,187051,3094,1530,1800,2760,360076
2312,220883,293121,183718,1389,1637,1274,2974,208029
2496,438815,485853,588248,915,2865,929,2173,575844
2806,358648,387968,231298,2510,2074,1664,2740,325759
3087,337839,525074,434893,3453,2825,1991,2261,464517
3018,176435,535972,523842,2562,2109,1756,3368,548830
939,362424,450650,264053,2862,3569,1197,2128,335821
3486,168905,230571,566348,2035,1416,1695,1351,186898
2907,253958,396926,184790,3434,1868,1241,3248,416463
3100,144554,430522,413897,1634,2137,1546,3012,517690
1486,115327,523892,167614,3002,2678,955,2837,498609
3386,480841,112093,323194,2815,2946,1813,2893,520691
1669,311601,141906,207962,3481,3410,1625,1485,306866
1021,485172,538671,287988,1022,1699,1522,2353,366258
1322,338947,221761,116781,2421,2625,1309,1659,182213
1252,270984,201290,119939,2711,1168,1613,1641,205048
1444,438320,309516,422311,2158,3944,1070,2769,502333
2988,93823,350961,104831,1865,910,1754,1780,339765
1416,496446,529462,294576,3347,3944,1467,2063,570388
3246,336116,196456,126659,2231,2137,1766,1338,596259
1206,366300,242634,290976,1795,3449,867,2065,429527
3329,363962,534934,439876,1926,2990,1801,1385,320921
1844,418758,270261,490948,1772,3148,1893,2830,340242
1927,271004,198651,154539,984,2121,1475,3429,438803
1087,242044,253146,438536,2565,2772,1823,1389,233190
896,210699,367047,553484,1372,3950,978,2443,567780
1705,240243,492453,316087,1329,3114,1875,3427,432194
3071,247419,450308,138962,3397,3786,1779,1179,231112
2488,313573,520218,159837,967,3446,1990,1660,259281
2775,195544,136497,310218,3340,2165,1795,2968,471196
2417,400451,292828,592584,1698,1566,1753,2428,247681
842,400821,487876,578523,1200,3714,1566,1213,268021
3104,413912,409557,497826,1085,2970,917,2815,551507
2578,345831,400434,134435,1487,1382,1126,2102,188727
1108,235852,333234,138364,3338,2493,755,3241,366944
1550,98988,527959,304950,988,2359,866,1650,586755
2763,277973,380026,198228,2182,1779,861,1911,488038
1841,149841,506601,188297,2505,3941,1998,2753,556375
2167,310407,198028,415536,1121,2673,992,2392,352926
2004,435706,395482,304313,960,1069,1891,3479,371919
2412,90296,401788,294778,1208,1358,1047,1255,386667
3067,269661,187245,164188,3051,1553,1597,1749,361942
1596,181720,209622,364306,1321,3060,1609,1654,396810
3057,189037,479110,436699,2815,2692,1685,1304,213964
1057,434137,281936,406447,982,1285,1054,1377,115268
1485,228573,314903,402210,2545,3102,1933,3287,434219
2787,460322,138183,565132,2327,2113,1739,2975,265732
1362,132458,373449,144630,1245,2650,1432,1680,184214
1967,287837,174464,141485,3283,3782,990,3138,508408
1664,158653,103207,461678,1943,3960,835,2242,299164
1983,166794,508721,156079,2093,1032,1492,1364,116127
2255,207271,329367,249246,1255,2793,1475,2814,455425
2727,364678,336582,183088,1241,3648,1141,1507,591967
870,247108,342406,251928,2930,1971,1106,3202,242521
1074,435277,417370,553164,1388,2668,1983,2118,541789
2466,326376,429736,239784,1644,2554,1749,1765,198905
3166,479139,128883,414562,1863,2837,1092,1346,447139
1781,478034,361381,382907,2033,1926,1527,1132,532765
2829,162750,543619,425628,2590,2763,725,1957,169747
2365,92932,327641,325932,1037,3209,986,1865,220410
1557,354899,189923,341924,1498,3103,1080,3450,215249
2797,489259,529902,162433,2706,3982,940,1564,428643
945,199356,94020,553368,3166,1691,804,1577,445950
2034,401304,306141,170457,1492,3979,846,2782,443249
2333,468014,246504,231490,3448,2108,817,2306,442163
2726,121131,492282,579382,1103,933,705,2013,194098
2394,467930,511910,171778,3217,3708,1132,2501,453906
2507,165264,209052,599318,1927,1664,1359,1711,239240
3253,410607,341274,368984,1723,3148,859,3182,246621
1837,312463,280292,159699,3363,1800,1475,1649,398527
3024,124056,309167,91855,2123,3571,1978,2846,397177
1753,376713,205984,391638,1454,1948,896,1876,147915
2898,293458,164150,412203,2695,2858,1059,1426,275517
2507,116104,326540,580692,1630,2924,1245,2338,475785
1027,377262,298288,558636,2518,3352,1611,1867,251107
996,341020,279593,557032,1476,980,1073,2377,494787
1408,345747,449056,156550,2703,1578,1501,1916,545735
1928,141637,339562,167891,1455,3510,1327,3095,577457
2399,372303,409268,299334,3315,2272,923,1783,371795
1472,416560,207421,372102,1541,1633,1655,3471,404108
2571,126557,176512,135681,3089,2633,713,1123,304119
1745,414759,171757,243783,2789,3864,1513,1215,510835
3384,284662,374364,408731,909,1776,871,1848,182066
2859,301005,383250,415775,2703,3887,1078,2052,503043
1403,133417,277091,484877,1944,3695,1595,3014,129016
1083,324912,500898,195171,1768,3666,1876,2105,390943
2691,231927,255542,160269,1688,2137,1021,1158,246743
2709,181746,260778,562398,1969,1604,1542,3330,226572
924,194634,230551,189847,1308,1178,1213,3044,384721
1290,247318,325125,329087,3342,3906,1102,3431,431687
3330,161340,374814,271804,1789,3625,1746,2019,500885
1641,491884,206009,400373,2773,1620,1996,2101,457236
2796,102579,211113,527241,2993,2042,1453,1537,558857
2169,97510,258245,361223,1182,2565,1579,3415,493722
1655,210115,145947,388710,2922,3630,807,3341,358751
2538,252858,538345,385574,3464,1983,1089,2905,128524
3460,394903,160947,261331,2441,3980,974,2789,206729
1082,434960,276743,489055,2091,1896,883,1781,410861
3165,412559,269151,549651,1437,2565,1139,3486,391546
1298,257882,445256,484114,1731,1190,1410,3092,250301
2354,246847,518844,175670,1418,1387,1748,2116,135980
3197,259786,343805,449573,1628,3149,1851,3138,169187
916,162765,413123,92992,1426,3600,1366,2386,222537
2526,191863,132967,191379,1783,2852,1173,3122,301340
3409,432923,105093,599905,1032,3464,1533,3406,283172
1851,300791,125677,482034,3103,3717,1787,2189,309598
1924,397823,359964,176155,2223,3923,1332,2800,411041
2373,182944,199059,284367,2089,1520,1742,3336,334395
2209,263042,548500,176489,2764,2706,1998,3428,139593
2965,214962,149235,475115,1952,1691,1543,3178,302807
3097,125345,273586,278401,1153,903,761,2130,506832
2748,443881,512250,205046,2474,1869,1927,2788,90876
1794,203411,528492,545357,1853,1565,1033,3318,537859
2689,310354,295148,400341,1825,3624,750,2972,369101
1439,343758,539392,337034,1834,3393,876,3346,424163
2308,398931,101728,563900,3229,3267,1133,3160,129352
1695,93283,300780,225804,2310,2876,1737,2494,517325
3072,343506,184182,365380,1233,3290,1908,2381,467688
3416,332632,344127,505204,1694,2999,1616,2511,152874
826,294681,395052,594370,3429,3018,1629,2919,385274
1350,436581,284987,155322,2631,1544,1034,2601,373185
3074,451061,316650,324401,2289,1034,1043,1879,119787
3327,310676,376564,321255,1755,3606,1417,2035,541384
3134,213796,240917,278545,2696,2672,813,3445,144582
1295,423415,464733,328307,2490,3588,1285,1685,322621
2654,447728,414753,367239,3408,2972,1777,1456,394579
2848,480302,329557,482359,1318,1422,1925,2821,597990
1197,499791,367386,250784,1299,2202,1697,1207,114658
1666,422931,368542,442529,1077,913,1573,2695,405299
903,396632,150412,446098,3053,3669,1908,2225,291019
2090,270531,299374,123277,1256,3774,1038,2854,317794
3449,152776,205270,324391,2261,1150,1385,2334,126771
2461,282208,397603,360054,1100,3978,1349,1847,198784
1078,460235,547637,577884,2978,3705,1354,3338,426780
3051,382039,537794,457120,3330,3108,1707,2351,158752
2330,362173,520842,263096,1060,3833,1728,1239,336818
898,448143,102092,311637,2224,3925,1263,2606,429515
2424,327592,182329,144149,3337,3907,1018,3371,563481
1553,291534,197450,413867,1994,1526,1218,1134,160370
2493,428485,272936,450372,2883,2382,1580,2659,533672
2611,276657,406228,387214,999,2411,1804,2666,94386
3156,380419,527491,233255,1023,936,1006,2774,146174
3068,421142,174812,248993,1752,2228,1501,2125,308691
1267,354858,453241,120335,1819,2313,846,1694,460975
1823,130688,196044,285858,1795,2739,1934,1584,523369
1274,118170,140609,392986,1139,2756,1140,2134,401428
1842,138819,120395,581549,3358,3959,1512,2966,142714
3287,382959,134134,138821,1840,2187,877,1384,172839
1787,234649,541907,284752,3386,2907,1152,1172,133308
1551,114354,98579,569921,3111,3320,1806,2024,171957
2495,130615,263309,91709,2318,3384,985,2393,253627
3080,142172,165278,220044,3237,3694,912,2243,267522
855,351516,203703,387944,1877,1439,1829,1981,266249
922,202015,260886,95764,2793,1749,731,3099,274010
2529,340389,494138,300819,2215,1705,1229,3015,463140
2429,322210,373381,530184,1637,3716,1150,1639,355855
2149,143046,245953,432066,1561,2914,1294,2787,525196
2532,103408,317718,529750,1485,2004,1745,1874,557851
1974,392655,385776,179650,2130,1342,1428,2450,223937
1493,477989,348226,408268,944,1540,817,2820,490863
1455,240078,187504,234154,1651,1063,1632,1651,185999
3373,178881,379918,103157,2995,2247,1935,2638,175352
1463,390575,165133,593938,3406,2604,1244,2188,590313
2348,360169,324504,484118,2275,1710,1875,3204,336767
2510,119336,102645,548865,2420,1850,1973,2177,360611
932,209477,535872,532422,1778,1145,1394,2782,161629
951,410669,119482,301816,3319,3473,1249,1635,535331
2069,409233,170758,220791,1769,1079,874,1928,365667
3466,420099,264443,562540,2585,1191,1694,3023,547526
1847,403608,517630,385666,3128,2964,1197,2791,279247
3474,318450,368799,163972,1825,2527,801,2982,129487
3484,233766,132780,314300,3367,2114,782,2299,325192
2000,418192,335539,411816,3150,2232,1705,1105,138749
2576,99811,165829,447591,3356,910,796,2561,559704
882,178151,313519,369106,1350,2119,1702,2405,196381
1079,464539,153371,500462,2560,2600,1650,2148,372366
3230,101958,429417,358815,2440,2200,973,1369,163622
1543,192122,314508,425178,3402,2262,845,3363,502585
2041,247330,440589,215506,923,2293,1718,3217,434585
3424,236700,260703,269754,3420,3634,832,3150,183864
2669,239547,242511,322856,2793,3684,741,1217,202973
2640,163174,512627,347623,2024,2054,905,1221,415051
2132,237624,270681,305478,2172,3359,1360,3495,137908
1607,204265,453635,306267,1188,1530,1025,1821,556681
858,442409,300012,388969,3448,2309,1115,1805,585434
2953,374169,408543,278947,2323,2921,751,1610,438269
2069,123551,286325,234267,1935,3173,954,1392,472856
2867,112428,224133,582408,3365,3496,1032,2133,352555
1730,200435,475573,515130,3336,1312,1630,2171,407316
1710,463606,456256,544882,2866,2065,1182,3215,325858
2791,416159,160280,300372,1184,3203,1480,2059,518099
2651,397235,424551,148481,2975,2345,1089,1777,128748
1586,285764,340499,358879,952,2752,856,1698,380956
1361,376267,115646,516658,1655,1683,1201,2811,396343
2854,281133,150766,247860,3132,2952,1979,2011,461086
3222,171383,429957,107927,1423,3417,1386,1954,511018
2073,100556,141474,131286,962,1431,1108,1380,501926
3432,169225,322313,258520,1228,3192,915,1442,312622
1565,113929,154341,445764,2527,2878,1941,1116,183724
2727,149391,543570,584379,1463,2170,1722,2436,365440
1351,433849,273856,245033,3354,3679,1314,2010,219896
2155,115225,500349,539628,2564,2539,1105,2383,395054
2374,193804,455686,509884,2702,3378,1814,1153,308756
2614,267414,471110,192611,2666,3801,740,1782,217670
3469,379804,472424,269468,1901,3171,711,2597,494099
2269,379555,303924,236321,917,3097,1947,1532,542245
1246,398060,204851,186077,1349,3690,1763,3215,457711
1629,326647,540963,173121,2158,2707,1231,1570,224518
2671,172027,277430,130525,2028,2598,731,1464,561177
2655,310341,435160,330609,1150,3572,1217,1781,392485
2252,202341,489006,274724,2656,3834,1315,2684,399206
2810,246002,449312,309499,3064,2922,1392,3272,422438
2071,465977,438686,431797,1239,3617,1765,2779,377872
923,212943,209871,446842,3055,2263,1069,2469,575953
1412,231113,237660,223912,2888,3734,1253,2514,493298
2929,361453,376454,205789,2393,3324,782,3104,209325
986,486883,409435,530652,2618,1289,1053,1271,347614
1503,322526,422790,548907,2324,3530,1050,2210,460215
1623,404480,118602,210957,1242,1242,1536,2203,148080
841,113942,107379,138157,1548,3063,1172,1784,149591
2211,127362,461508,307223,1276,1214,1237,1119,144315
1705,382057,519660,273707,2425,2891,1876,3107,564917
1530,251298,517885,534421,1598,1957,1670,2752,414010
1190,100779,210939,188470,2122,1444,1642,2271,507179
1337,170444,123074,437619,1279,2691,1242,1774,544290
2043,242983,538110,390438,3245,2029,1587,2799,596616
2419,240167,298412,496767,2756,2522,930,1995,536783
3400,228347,532377,579594,1615,3043,937,3410,365839
1290,335127,513900,127798,2797,2321,1601,3384,419096
3338,270373,409991,211067,1286,3507,1736,2053,508883
885,400053,232330,314186,2991,2233,1610,2432,362265
2631,260203,432628,485218,2985,2280,1493,1952,345235
1916,140288,255262,255613,2936,3448,1488,2317,473780
1213,238490,297657,460854,1840,1597,930,1852,547984
973,308683,329551,283580,2776,942,1561,2157,457568
1593,195987,121975,569180,2864,3240,1732,1524,196819
2021,364246,118224,236120,2514,2356,1507,1280,161589
2839,366722,409619,369564,2393,1707,732,3371,552134
2509,101582,137266,281638,2091,3810,1964,2911,247357
1190,111310,346345,503969,2098,1234,956,2146,214685
2490,160073,494120,197893,1974,3877,1712,1173,403137
1588,323031,529997,316064,2461,1654,1540,2498,216233
2098,325109,364695,515937,979,1110,1527,1493,416016
1359,320306,489409,112687,2326,3596,1566,2947,199874
831,165612,454769,95018,1668,3209,1739,2811,511640
2277,316095,168764,433510,1449,1477,782,2602,467013
1113,273246,281395,195973,2423,1796,1590,3348,562338
2096,369155,95895,242638,2263,1484,1555,3199,112540
1676,369789,490862,296652,2943,2258,1166,2781,214577
1440,312157,329754,275857,3034,2582,1402,3064,102918
1326,137299,245606,136147,3337,3725,1132,2227,313919
3321,105101,177859,227930,2650,1730,1943,2635,397393
2672,137258,527560,388110,1451,2208,1694,3356,273442
836,225703,239790,297759,3362,1326,955,2646,217090
1856,437573,520045,266736,1916,3622,1529,3476,216684
885,419182,395028,149694,1727,2238,1760,1703,206346
2607,419178,94067,413988,2269,2644,1384,3392,298336
2182,366705,347494,214003,1165,1724,915,3016,232137
2267,205296,353141,239391,2547,1695,1092,1318,147841
2481,422718,98877,164688,3168,1970,1637,3456,308149
1751,301304,196846,421691,2598,1404,1710,2758,308154
2950,260383,150719,247746,2263,2860,724,1362,392700
