Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
43938,37425,0,0,1,0,0,1,1,1,1,,1
27573,6197,0,,,,,1,1,,1,1,0
50705,9281,1,,,,1,,0,1,,1,0
44571,72264,,0,0,1,0,0,1,0,0,,0
70249,61092,,1,,1,1,0,1,0,0,1,1
31799,16559,,1,0,,1,1,0,1,1,0,0
12154,34658,,1,0,0,0,0,0,,,,1
14793,45639,0,,0,0,0,,1,1,1,0,1
64154,12912,,,,,,1,1,0,0,0,
99405,79946,1,0,0,1,1,1,0,0,,0,
11945,40271,0,0,0,,1,,,1,1,1,
93809,39288,,1,0,,0,0,0,,,,0
63928,7068,0,0,,0,1,1,1,1,1,0,0
19745,25022,,1,0,,0,1,,,1,1,0
67105,41759,0,0,1,,1,,0,0,0,,
51171,8385,1,0,0,,1,1,1,1,0,,
87327,63627,0,1,1,1,1,1,,0,,1,0
31073,28971,0,1,1,,0,0,,0,1,1,1
9546,32390,1,,0,1,1,0,0,,0,,
18351,23727,1,,,,1,1,,0,1,0,0
801,58787,0,0,1,0,,1,0,0,0,,0
27355,37926,0,0,0,,,1,0,0,,1,0
76171,52822,,0,,1,0,1,,0,1,,1
9039,72979,0,0,,1,1,0,0,0,,0,0
61085,79406,1,,,,1,,0,,1,,
33105,49646,1,0,1,1,1,1,,0,1,1,
49373,29722,1,1,0,,1,0,,1,0,1,1
52354,81622,0,,1,,,0,1,0,1,1,1
30861,63620,1,,1,,0,0,,,0,0,1
77446,6680,0,0,1,0,0,,1,1,,1,0
55178,35986,0,0,,,,0,1,0,1,,
71102,86604,0,,0,,1,1,1,1,0,1,0
89335,47109,,0,0,1,0,0,0,1,1,1,0
96880,1888,1,,,1,1,,1,0,0,,0
41483,78611,0,,,,,,1,1,1,1,1
82766,79464,,,,,,0,0,,0,1,
10816,95257,1,,1,1,,0,1,0,1,,1
76586,20374,0,1,1,,1,1,0,1,0,1,
96327,39495,1,1,0,,1,1,0,1,,1,0
77698,73769,1,1,1,,,0,0,1,0,,
73159,59036,0,,1,0,,,,1,,0,1
77058,34231,1,0,,,,0,,,,1,
59016,28792,0,1,0,1,1,1,,0,,,0
48068,92091,0,1,0,0,,,1,1,1,0,
25348,41167,0,1,,1,0,1,0,1,0,1,
93892,66386,1,1,1,0,,,1,,1,,0
90337,74456,,,,,,0,1,0,1,0,
25022,5472,0,1,,1,0,,1,1,,,1
8954,29672,0,1,1,1,,,0,,0,,
10747,89674,1,1,,1,,0,1,0,,1,1
16282,47709,0,1,0,,1,1,1,,1,0,1
94333,62670,0,1,0,1,0,0,0,,,0,1
71614,51972,0,1,,1,1,1,0,1,1,0,
94741,39123,,0,,0,1,1,1,,,1,0
22608,18900,1,1,0,0,1,0,1,,1,,1
57584,53555,,0,0,1,1,0,,1,1,,1
46053,72310,,1,,,,,,0,1,,1
62201,57680,,1,1,1,0,0,0,1,1,1,
89588,23060,1,,0,,1,1,0,0,1,0,
56464,91883,1,0,1,,,1,1,,0,,
91620,27405,,,,0,1,1,0,0,,,1
29164,79349,1,1,0,0,1,1,0,0,1,0,0
10279,90553,,1,,0,,,1,0,0,1,
11935,98493,0,,0,,0,0,1,0,1,1,
31636,12609,,,,1,0,0,0,1,1,0,1
894,23254,0,0,1,1,0,,1,1,1,0,
67911,6428,,1,1,,,0,,,,1,0
27390,93023,,0,,1,,0,,0,,,1
8293,41524,0,,1,0,0,,0,1,,0,0
17478,73201,,1,1,1,0,0,0,,0,,
76137,39049,0,1,1,,1,1,0,0,,,0
33422,64937,1,0,0,0,0,0,1,,,0,0
12671,77823,,1,,1,1,1,,0,0,,0
4933,18973,0,,,0,0,0,1,0,0,,
58213,90697,0,0,,0,,0,1,1,,,
34961,39957,0,0,,0,0,0,0,1,1,0,0
41644,46916,1,,,1,0,0,0,,1,1,
36291,89577,0,1,1,1,1,0,1,,,1,
74725,52188,0,1,0,1,,0,0,0,,,1
83618,3424,1,0,0,,,0,1,0,,,
64179,62477,,1,1,0,,,,,,1,
38034,68491,0,0,0,1,,1,1,1,,0,1
47543,64334,,1,0,,0,1,1,1,0,0,0
93136,35632,1,1,1,,1,0,,1,0,,
30894,94192,0,1,1,,0,0,1,1,1,0,
77374,70467,,1,,1,0,1,0,0,0,0,1
99316,98567,,0,0,1,,0,1,1,1,0,
81614,79693,,,,0,,1,,,1,,0
97509,3036,1,1,0,0,,,,1,,0,
6324,90541,1,,,0,,,0,0,1,0,1
35683,45376,,1,0,,0,1,0,1,,,
34816,2910,1,1,,1,1,0,,,,1,0
10599,10568,,,1,0,0,,0,1,1,1,1
76804,51588,1,0,1,,1,,0,0,,1,0
68803,83103,1,0,,0,,1,,1,,1,0
55639,64441,0,1,,,,0,0,1,0,,
99054,11015,0,0,0,0,,1,0,,1,1,0
56256,80092,,0,1,1,0,1,1,1,0,1,0
48547,68334,0,0,1,1,,,1,1,,1,1
66330,72341,,1,0,1,0,,,,,0,1
43605,7275,,,0,,1,,0,1,,0,
73992,69669,0,,0,,0,1,,,0,,
56188,61760,0,0,,0,0,0,0,1,0,0,
35543,31416,,0,,,0,1,1,1,0,1,1
50469,45426,,1,,,1,1,,,1,,1
32606,52087,,,0,0,0,1,1,1,0,,
81526,22659,,1,1,,,0,0,1,0,,1
99549,27892,,1,,,1,,0,,,1,
90227,39743,0,,,,1,1,,1,0,1,
75023,65581,0,,0,,0,,0,,,1,
61561,188,0,1,1,,0,1,0,,0,1,
63701,99712,,0,,1,,,1,,,0,
64774,27844,1,,1,0,1,,1,1,0,1,1
2169,89245,0,,,,,1,0,1,,0,0
59283,61059,1,1,1,0,,,,0,1,1,0
77735,14040,0,0,0,0,,1,,,1,0,1
99359,89498,,1,0,,0,,0,1,1,1,1
27641,74362,0,0,0,0,1,,1,,,1,
76524,2862,,1,0,0,0,,0,,0,1,1
43145,29034,,1,0,1,0,1,0,1,,0,0
1052,86583,,,,0,,0,,1,1,,1
29560,88896,,0,,,0,,,1,0,,0
47977,22678,0,0,1,0,,1,1,0,1,1,0
76014,5156,1,,1,,1,1,0,1,1,1,1
19721,30992,1,1,0,,,,,,0,1,0
58926,9363,,0,0,1,1,0,0,1,0,1,1
79002,43567,0,,0,0,1,1,0,,1,,1
21886,82881,1,,,,,,0,1,,,0
15692,72481,0,1,0,0,,,,,0,1,1
20093,44670,,0,1,,0,,1,,,,0
98313,70556,1,,,1,,1,1,,0,0,1
11768,77624,,1,,,1,0,,1,,,0
34274,82997,1,0,1,,0,1,1,,0,0,0
54846,4344,,1,,,,1,0,,1,0,1
59662,1461,0,0,1,1,1,0,0,0,0,1,
54105,98133,1,,0,0,,1,,1,1,0,1
93889,72960,,,,0,,1,0,0,0,1,
92934,16188,0,,,,0,1,1,,0,1,1
54219,66013,0,1,0,0,,1,1,1,1,1,
72240,6882,,1,,0,1,0,1,,1,,
77500,47237,1,,0,1,0,,,,0,0,1
85672,84663,0,,,,,,0,0,,,
86238,42229,,0,,1,1,,,,,,
37427,44954,1,,,0,1,,,1,0,0,1
88291,60643,0,0,0,,1,0,0,0,,,
14049,82443,0,,1,,0,0,,,1,1,1
76280,36452,,,1,0,0,0,0,0,,0,0
76719,37684,,,0,1,0,0,0,0,1,1,1
20593,91610,,0,,0,1,,1,0,,,0
63216,9762,1,0,,0,,0,1,0,1,0,1
75351,18691,0,0,0,,0,0,1,0,1,,1
10212,18751,,1,1,1,0,1,1,1,1,,1
70084,37808,1,0,1,0,,,,1,,0,0
11729,91658,,1,0,,1,0,1,1,,1,
74755,65785,0,0,,1,1,,0,1,0,0,1
59743,7861,0,0,1,1,1,0,1,1,0,1,0
58587,48383,1,,0,1,,1,0,0,0,1,1
98061,23736,,,,0,1,1,1,1,0,,
33742,98060,,1,0,0,1,,0,1,,0,
25874,86283,0,1,0,0,,0,0,1,,1,1
68069,99201,0,0,0,0,1,1,0,1,,0,
64962,63195,0,,0,0,0,,1,0,0,1,1
65782,21940,,1,1,0,0,0,1,0,,0,1
8507,29164,1,,0,0,,,0,1,0,1,1
21527,31306,0,,0,0,1,0,,,,,
91245,25353,1,1,1,0,0,1,,,0,1,1
54145,35965,1,,0,1,0,1,1,0,0,,1
36698,54642,0,0,1,0,1,0,,1,1,,
27214,62986,0,1,1,0,0,1,,0,,,1
62107,78904,,0,,0,1,0,0,0,,0,0
63190,42321,,1,,,0,,,1,,0,
33750,69634,,,,1,0,,0,0,,0,0
14113,1407,,,1,1,0,1,,,,,
29434,30463,,0,1,1,0,1,0,1,1,1,1
73087,43606,1,,0,1,0,1,,,0,1,0
38591,5731,0,,,1,1,0,1,1,0,1,1
60977,16172,0,,,,0,1,1,,,0,0
31748,73420,,0,,,1,,,0,0,0,
12922,70735,,1,,1,1,,,1,,1,0
50497,92003,0,1,1,1,0,0,,0,1,,1
3920,60094,,1,0,0,1,1,0,,,1,0
11064,24690,0,1,1,0,1,0,1,0,,0,0
2766,55810,0,1,0,,1,,,,1,0,0
59411,46076,,,,,1,1,0,0,0,,
12768,63788,,1,0,1,1,0,0,0,,1,0
60595,84766,0,0,0,1,1,,0,1,0,0,1
46420,94797,1,,0,0,1,1,0,1,,1,
18991,59661,,1,1,0,1,0,0,1,,1,
23889,79623,,1,1,,0,,0,0,0,,0
10284,7740,0,0,,0,1,,0,1,,0,
472,22494,1,1,0,,,0,0,0,0,1,1
18916,62112,1,0,,0,1,,1,,1,1,
85204,33051,0,0,,1,,1,,0,,,0
71315,96922,1,0,,,1,0,1,1,1,0,0
31763,92527,,0,,0,,,,0,0,1,1
48678,63436,1,1,0,,0,0,1,,,0,
30398,81065,0,,0,1,1,0,1,1,,1,
26107,98737,0,,1,0,0,1,0,1,1,0,
5359,25187,,1,0,,1,,1,,0,0,0
92799,45295,0,0,,1,1,,,,0,0,0
37357,14475,,,0,1,0,0,1,,,,1
82457,86555,1,1,1,1,1,,,0,0,0,1
75026,37882,,,0,,1,,0,,,,1
97181,94415,0,,1,0,1,0,0,,0,1,1
1872,60610,0,0,,0,,1,1,0,1,,0
14264,72181,0,,0,0,1,0,1,0,1,1,
20632,1582,0,0,0,0,1,,,,,,1
65343,82894,1,1,,1,0,1,0,1,0,0,
63057,63803,0,1,,,0,1,,,0,0,
35438,40841,1,1,1,,,,0,,,1,1
31644,93060,1,,0,0,1,0,0,1,,1,1
32054,25871,0,,,,0,,,1,,1,1
30682,46430,0,0,0,,,0,,,,0,0
77284,666,,1,0,0,,0,,0,1,,
61542,65400,,,1,1,1,0,1,1,0,0,0
60006,98245,0,0,,0,1,,1,0,1,,0
32159,28984,1,,0,0,0,0,0,,1,1,
11003,92051,,1,,,1,,0,1,0,0,0
71426,28575,1,1,0,1,,1,1,,0,1,1
9110,14078,1,0,0,0,,0,1,0,,,0
43253,86662,1,,,1,1,0,1,,0,1,1
45350,63903,0,,0,,,1,0,,0,,0
16503,62925,0,0,0,0,1,0,,,0,,0
51155,33857,,0,0,,0,0,1,0,,1,0
84555,28914,1,1,1,1,1,1,1,0,1,1,0
64766,61628,,0,,1,,1,1,,0,,1
69358,67961,1,,1,,1,,,,0,1,
17219,20629,,1,,,0,,1,0,1,0,0
48485,32472,,,0,0,1,0,,1,1,,1
14451,57074,0,0,,1,,1,0,1,,1,0
33802,53566,1,,,1,1,0,,0,,1,0
75190,72400,0,1,0,1,,1,1,0,0,,1
86038,31396,,1,,1,0,,0,0,,1,1
12229,40115,1,1,1,,0,,,,,0,1
93743,72348,0,,0,1,1,1,1,,0,,
81664,89394,,1,1,0,,0,0,1,,1,1
53633,61779,1,,,1,1,,1,,0,0,0
32809,57205,,,,1,1,,0,1,0,1,
5447,53085,,,0,1,,0,,0,1,,1
42239,4322,0,,0,1,,0,,1,0,1,
10480,7596,1,0,1,,0,1,1,,0,0,1
87906,36191,,0,1,1,,1,0,0,,0,
75877,64406,,1,,,,,,,,1,0
43313,715,0,0,1,1,0,,0,0,1,1,
74931,40078,0,1,,1,,1,,0,1,,
97645,16075,1,1,0,,,0,1,1,1,1,1
37546,10254,1,,1,,1,0,,0,,0,1
85448,15318,0,0,1,0,0,,1,,,0,0
97061,92037,0,0,1,0,,1,,0,1,0,0
54061,11229,1,,,0,,,1,1,,0,
39311,59772,0,,,0,0,1,1,,0,,1
78780,23412,,0,1,1,,1,1,0,1,0,1
76434,92940,,1,1,,,0,,0,0,,0
94932,66237,1,1,1,,0,1,,1,,1,0
48943,33198,,,,1,1,0,1,1,0,,1
37637,72848,1,0,1,0,1,,0,,1,1,0
62462,25467,,1,,,0,0,0,0,,,1
93256,56977,0,0,,0,1,1,1,0,0,,
77899,81264,0,1,,1,,,1,1,0,1,0
37456,41989,1,,1,0,0,0,1,,0,0,
50476,99364,0,,1,,1,0,0,0,0,,1
3549,97438,1,0,,1,1,,1,0,,1,0
51115,50366,1,1,0,0,,1,,1,1,1,
49918,9548,1,,0,1,0,,0,0,0,,1
13404,22941,0,,0,1,,,,0,0,0,1
45038,14737,,,1,,,,,,0,0,0
29501,31507,0,,,1,,0,0,1,1,1,0
18622,88053,,1,1,1,0,0,1,0,,1,0
86788,19865,0,1,1,0,0,0,,1,,1,0
73886,35963,0,0,0,0,,1,,1,1,,
36173,86062,0,0,0,1,,1,0,,0,0,
20785,54696,,0,1,0,0,1,,1,1,0,1
73144,47536,,1,,1,,,0,0,,0,0
36148,22612,1,0,0,,1,,0,,,0,0
64163,48825,1,1,0,,1,1,1,,,,0
24594,74177,1,1,,0,,0,1,,0,,1
78087,50022,1,,,,0,1,,,1,1,0
71027,64901,,0,1,1,1,,,1,,,
7441,8011,,1,0,0,,1,,1,1,0,1
22277,35153,,0,,1,1,,,1,1,0,
72495,6668,0,1,,1,,0,,0,1,,0
72175,51895,0,0,1,1,1,,0,1,1,,
94221,15388,0,0,0,1,0,,,1,1,,0
40953,49813,0,0,,,0,,1,1,,,
97465,51054,,0,0,,0,0,0,0,1,0,1
38100,7677,1,,1,1,,1,1,1,0,,0
78184,91810,1,,1,1,1,0,,0,1,1,1
4032,54609,,1,1,0,,0,0,1,,0,
33985,50072,1,,0,1,0,0,,1,1,1,
64556,21499,,1,,,,,0,,1,0,0
3183,924,,0,1,,1,0,1,1,0,,
31677,38197,1,,1,1,1,,0,0,,0,0
53929,88390,1,,0,1,,0,,,0,0,
84840,9611,0,1,1,0,0,0,0,1,,1,0
40657,11811,0,,0,0,0,,0,,0,,
58969,50771,1,0,,1,0,0,,,,0,
90243,99091,1,,1,1,0,,1,,0,,
38598,70493,,0,0,1,1,0,1,1,0,1,1
16390,83371,,0,1,0,1,0,,1,1,0,1
49955,57310,1,,,0,1,1,1,,,,0
9708,69992,,,0,1,1,,0,,0,0,
18436,33462,,0,1,1,,,0,0,0,0,
65931,68010,,1,0,1,,,,,,,0
96566,81775,,,0,,,1,,1,1,1,
88341,61812,,0,,0,,1,0,,1,1,
44657,48153,1,0,0,0,0,,1,1,0,1,
23507,79054,,,0,1,,,1,,1,1,1
17596,18501,0,,1,0,0,,0,1,,0,1
12891,16824,,,1,,1,0,1,,0,,0
7102,75432,,1,0,0,0,,1,1,1,1,
14128,55046,,0,,1,,1,1,,,1,
24339,8057,0,1,,0,0,,1,,0,,1
89555,81395,1,0,,1,0,,0,0,,,
94943,19164,0,1,,1,0,0,,1,0,,0
28014,90762,0,1,1,,,,0,,1,1,1
82846,97837,,1,1,1,0,0,0,,0,,
56298,40368,0,1,,1,1,,0,1,1,,
51309,67476,0,1,,1,,0,0,1,0,,1
97973,18412,,1,1,0,1,,1,,0,0,
28343,66476,1,,1,,0,,1,0,1,,
32543,14038,,0,,,,0,0,1,0,0,1
74285,27783,0,,0,1,0,0,,1,0,0,1
42494,9314,,,,,0,0,0,,0,1,1
33140,99790,0,,1,0,,0,1,,0,1,0
94705,16846,,0,1,0,1,,1,0,0,1,0
81783,23524,0,,1,0,0,,1,,0,1,
19576,36635,1,0,1,1,0,0,1,0,0,0,
29060,19175,0,,,,1,1,0,1,0,,
98060,7138,1,1,1,0,,0,0,1,1,,0
11420,78139,1,0,1,0,,0,1,1,0,,
9327,91791,1,0,1,0,1,,,0,1,,0
46780,68698,1,,1,1,0,0,1,1,,,
64521,22760,,0,0,1,0,,1,,0,,
57897,4343,0,1,,,1,1,,,,,0
80742,55690,1,1,0,0,0,0,,0,0,,
47437,87112,,0,,,,1,,0,,0,
88613,51732,,,1,1,0,1,1,0,0,1,0
32858,64292,,,,1,0,,1,1,1,0,0
42922,18841,1,0,,0,0,1,,0,,1,1
66782,56894,,0,,,,0,,,,1,1
73575,89444,0,,,,,,1,1,1,1,0
43425,90663,,,0,1,0,1,1,1,,,1
91639,55578,1,,,,0,1,,1,1,,
45326,86095,0,1,,,1,0,0,1,0,1,
43379,64953,0,,,,,1,,1,,1,1
36358,61119,1,,,1,1,1,0,0,,0,
14956,62336,0,0,0,0,0,0,1,0,0,0,0
43436,954,,0,,0,,0,0,,1,0,1
62467,56467,,1,1,0,0,,1,0,1,0,1
73025,91577,1,,0,1,,1,1,0,,1,
26625,50537,,1,0,1,,1,0,,,,1
54211,67539,1,,0,,0,1,0,1,,0,
12765,19543,0,,0,,1,,,1,,,
62811,4401,1,,1,,1,,0,,,0,1
35396,80929,1,,1,0,,,1,,1,1,0
32809,82629,1,1,,,,0,1,0,,1,
33813,15806,0,,0,0,1,,0,0,,1,
1007,89662,0,0,0,0,0,0,,1,,0,0
27159,61798,0,1,0,0,1,1,,1,,,
64886,40614,0,0,0,0,0,0,1,0,0,1,
4089,28036,,0,1,0,1,0,1,1,0,1,0
8482,78476,,0,1,0,0,1,0,1,,1,0
7394,79728,1,1,0,1,1,,1,,1,,
41816,92145,,,0,1,,0,1,0,0,0,0
62861,95608,0,,,1,,0,0,1,1,0,0
73562,32933,0,,,1,0,,1,,,,
36974,91400,,0,0,1,1,0,0,1,0,1,0
43888,28211,,1,,,1,,,1,0,,0
7693,89316,1,0,1,0,0,,,0,,0,1
51189,67204,1,,0,1,0,0,0,,0,,
17960,69727,1,0,0,0,0,0,,1,1,0,
52427,98905,,1,,0,1,,0,1,0,1,
32202,59339,,0,0,0,0,1,1,1,0,,0
75589,95019,0,1,0,1,1,,,,,,
37974,14773,1,1,0,0,,,,0,1,1,
25308,98589,1,0,,,,1,0,1,,1,0
40269,79915,,1,0,,0,0,0,,1,,0
87626,75652,0,1,,,0,0,1,1,,0,0
58179,23096,,0,0,1,0,1,,0,0,1,1
21899,6765,0,1,,1,0,1,0,1,1,1,0
60202,30745,1,0,,,0,0,1,,1,0,1
32448,53673,1,,1,0,0,0,1,1,1,0,0
46041,18620,0,0,1,,,,1,1,1,1,0
93806,84269,0,,0,,1,1,1,,1,,
17585,44150,,1,1,,0,0,,0,0,1,
80584,99874,1,0,0,,0,,,,0,0,
64794,83500,1,,0,0,,,,0,,,0
79708,8310,1,0,,,,,0,,0,,0
33688,40934,0,0,1,1,0,,0,0,0,1,0
1740,53125,0,0,0,1,0,1,1,1,0,0,
75786,15048,0,,,1,1,0,0,0,,0,0
97733,26600,1,0,1,,1,1,0,1,,0,0
48350,58542,0,0,1,,0,1,1,,,0,
51777,36407,,1,0,,1,0,0,,1,0,
18587,34184,0,1,,1,1,,,,,1,1
62172,54247,,,1,0,1,1,0,0,,0,0
34397,80500,0,1,1,,1,0,,0,,1,
14337,93645,1,,0,1,,1,0,1,,0,0
30532,31899,0,,,0,,,1,1,1,,0
36472,61794,,1,1,,0,0,,0,1,0,
35958,69110,1,0,0,1,1,1,,1,1,,1
30381,48723,0,,,1,,1,,0,,1,1
95745,50391,,0,0,1,0,,1,,,,0
18497,37279,0,,1,,,0,0,1,0,1,
79519,15899,1,1,,,1,0,,1,1,1,0
78834,82555,0,,0,1,1,0,0,,1,0,1
18323,50466,,,,,0,0,,1,0,1,0
41269,99215,1,1,0,,,,,0,1,1,
63722,57397,0,0,0,1,1,,,0,0,0,0
53042,96937,1,0,0,1,0,,,,1,1,1
27981,84926,,1,1,,1,,0,0,1,0,
80493,33050,,,,1,,0,,1,1,0,1
98920,79528,1,1,,0,0,,0,0,,,0
4427,50396,0,0,1,0,0,1,0,0,0,1,1
87874,62243,,1,0,,1,,,0,1,,1
16453,85863,,,0,1,0,0,1,,1,,0
56380,22934,0,1,,,0,1,0,1,0,,
84277,27412,0,0,0,,,,1,0,1,1,
41844,18327,0,1,,,1,0,1,,,0,1
10684,34706,1,1,0,1,,0,1,0,1,,0
80497,15843,1,0,0,0,,,0,1,1,,0
19089,10053,1,1,0,1,1,0,0,0,0,,1
78044,7115,0,,1,0,,0,,1,,0,1
45715,70975,1,0,0,1,,0,,0,1,0,
45235,98259,0,0,0,,,1,1,,,1,0
26996,85486,,1,1,1,0,,,0,1,1,0
36870,86503,0,1,,,1,1,,1,,1,
57752,5463,0,1,,,,,,1,,,
63132,13332,,1,1,0,,1,1,1,0,0,
72023,40171,,0,,0,0,1,1,1,0,0,1
93149,63286,0,0,1,,0,1,1,1,0,,0
90044,88946,0,1,,1,0,0,1,1,1,0,
52291,78898,1,0,0,,0,0,0,1,,1,
45923,24292,1,1,1,1,,,,1,0,1,1
34453,1274,1,1,,0,1,0,,0,0,,
59063,10780,1,1,0,1,1,1,0,1,1,0,
82235,94373,1,1,0,,,1,0,1,,1,0
93170,43646,1,1,,1,1,,1,1,0,1,
88048,60131,0,,1,1,,1,,1,0,,0
29823,62460,1,1,0,1,0,1,0,,,1,1
32349,80265,0,,1,0,,,0,0,0,0,1
21767,7099,0,,1,1,0,1,,0,,1,0
63820,11218,,,0,1,1,,1,0,1,,0
14254,60019,0,,,0,,0,,,1,0,1
17148,4430,,,,0,0,0,1,0,0,1,1
50302,25324,1,1,0,,0,1,0,1,0,1,
86881,4010,,1,1,1,1,0,0,1,0,1,
68953,7333,,0,0,0,1,,1,0,0,0,0
68560,24141,0,,,0,1,,,0,,1,
48861,18784,0,0,,0,,0,0,0,,0,1
16444,3636,,0,1,,,0,1,1,,,0
12559,47116,1,1,0,1,,1,1,,0,0,1
10288,21295,0,,,,,,0,1,0,,
88150,38105,,1,1,,0,1,1,0,0,1,0
95519,85280,0,0,1,,1,0,1,0,,0,0
86177,94712,,,0,,1,,0,0,1,0,0
55075,53685,,0,1,,1,1,1,,0,0,1
83329,29724,1,1,1,,,0,0,,,0,0
41908,10209,1,,,0,,0,1,,0,,0
90891,65930,,0,1,,,1,,1,1,1,0
71765,29396,0,,,1,0,1,,,,1,
82889,77557,,1,,1,,0,1,1,0,1,
71326,23156,1,0,1,0,0,,,0,,,0
71761,38341,1,0,0,1,1,1,,0,,0,
86608,84652,,1,1,1,0,,,,1,,1
95961,77337,,,,1,,1,1,0,0,0,1
99366,5164,0,0,1,0,0,,,1,1,1,
19240,73218,0,,,1,1,1,1,1,0,1,1
93059,33302,,1,0,1,,,1,1,0,1,1
80031,46242,1,1,0,0,0,1,,,1,,
53634,73692,0,1,,0,0,0,1,0,0,,0
29131,14896,0,0,1,1,,1,1,,,,0
49633,10127,0,1,,0,1,1,1,1,0,0,1
75917,5194,,0,0,0,,,0,,,1,0
70897,34587,0,,1,1,0,0,1,0,1,1,0
12484,55691,,0,,0,,,1,1,,,1
93485,24802,0,1,,0,,0,0,1,1,0,
37403,68822,0,,0,,0,1,,0,0,0,0
57810,91126,0,1,,1,0,,1,0,,,0
9774,31704,,0,1,1,,1,,1,,0,0
65657,38735,,,1,0,0,1,,,0,,0
46849,78711,1,1,,0,1,1,0,1,1,0,
25260,1288,0,,0,1,,0,1,,0,1,
32487,7430,0,,0,,1,0,,0,0,0,
69818,56794,,1,1,1,1,0,,1,,1,1
69151,75335,1,0,0,0,0,1,,0,1,,1
49249,8454,1,1,1,1,0,,1,1,1,1,
32287,19140,0,1,1,1,,1,0,1,1,,
5083,9155,1,0,1,1,,1,1,0,,,
86485,54299,,1,1,,0,0,0,0,0,0,
84612,91875,1,1,1,0,0,0,0,,0,0,1
98846,42633,0,1,,1,1,,,1,1,0,1
65468,12282,1,1,,,0,,1,,1,,0
42419,76342,,1,,0,0,,0,0,0,1,1
19181,95851,0,1,1,0,1,,1,0,0,1,
50206,87373,1,0,1,1,0,0,,,1,1,1
32210,12248,1,,,,1,,,1,0,0,
20681,71218,0,,,1,1,0,1,1,,0,1
29926,41449,1,0,,0,0,,0,0,1,0,0
8193,5288,1,1,1,0,1,0,1,0,0,,0
1496,19693,0,1,,,0,0,,,,0,1
22261,15229,0,0,1,,,1,0,,,1,0
57502,81513,0,0,,0,1,0,0,0,0,0,
16271,85388,,,0,0,1,0,0,0,0,1,0
22692,36750,,0,1,,1,0,1,,,1,
25674,20988,,1,0,1,1,0,0,1,,1,
75228,38197,1,,0,1,0,1,0,1,1,,0
32186,94828,1,1,1,1,1,0,0,,0,0,
99653,57218,1,,0,,0,0,,1,0,,1
33983,71235,,0,0,1,1,,1,1,1,1,
48054,47765,1,1,,1,,1,0,1,1,1,1
77761,8066,,1,,1,,0,1,,0,,0
59538,13527,1,1,1,1,,0,0,,,1,1
72069,74153,1,0,1,0,0,1,,,1,,
22068,14809,,0,1,0,,0,,1,,1,
64955,29790,1,1,,1,0,0,0,,,1,1
13356,26229,0,1,0,1,,0,1,,,,1
76107,89207,1,0,,,,1,,0,0,,0
9247,87058,0,,0,1,,0,,1,0,,1
4619,30960,1,0,1,,,1,1,,1,1,0
28805,37641,0,0,0,1,1,0,0,1,1,1,1
17361,21462,1,1,0,1,,1,,1,1,1,
42317,50331,1,,,0,,0,0,0,,0,1
71614,91651,0,,1,0,,0,1,1,1,0,1
91873,42245,1,0,1,1,0,,1,1,1,,1
32654,47462,0,0,0,,,,,0,0,0,1
33770,29108,,,,0,0,0,0,1,,1,0
12935,2378,0,,1,,0,0,0,0,0,,0
44166,44185,,,,,0,1,,,1,1,1
13272,29547,,1,,,0,1,1,0,0,,0
37800,87950,0,1,1,1,,0,1,0,,0,1
76093,89848,0,,,0,0,,,0,,,
82730,27473,,1,0,,0,,,,1,0,1
42515,67082,1,,0,1,1,1,1,1,,1,0
41339,51628,1,,0,1,1,,0,,,0,1
5156,15297,0,,1,,,0,0,0,0,0,
69773,63336,0,0,0,,1,,,1,1,1,1
80242,69949,1,0,1,0,1,,,,1,0,0
76739,12842,,0,0,0,1,1,,,0,1,0
56727,97061,0,,1,1,0,1,1,1,0,1,0
6143,79476,0,1,1,0,,,1,0,,0,0
59282,58307,0,1,,0,0,1,1,0,1,1,
31938,50777,0,,0,1,0,,1,0,0,0,
80100,89151,0,0,0,,1,1,1,1,1,1,
40782,88634,1,,,1,,0,0,0,1,,1
54064,36181,,,,,,,1,0,,1,1
73527,73986,1,1,0,1,1,,0,0,,,1
12456,74681,0,0,0,0,1,,,0,,0,0
21338,78712,0,0,0,1,,1,1,1,0,1,
76097,57871,0,0,,,0,,0,,0,1,1
45271,20874,,0,,,1,1,1,,0,1,
87855,72980,1,0,1,0,1,,,0,0,0,0
99103,44863,1,0,1,1,0,0,,1,,,1
80683,64923,0,1,1,0,,,,,1,1,0
87198,45872,0,,0,0,,,,1,0,,1
15028,80005,0,1,0,1,,1,0,0,,,
70030,16999,1,1,0,,,,0,1,0,1,0
41895,89872,0,,,0,,1,,,,1,1
77964,42927,1,1,,,0,0,0,,1,,
32599,96937,0,,0,0,0,0,1,1,0,0,0
39620,60065,0,,,,,0,1,,,1,
79683,96162,1,1,0,,1,,1,,0,0,1
58750,77310,1,1,,,0,0,1,,,1,0
23876,56196,0,0,,0,1,,,0,,1,
74907,53223,1,1,0,,0,1,0,1,,,
65186,52584,1,0,0,0,,1,,0,0,,1
3640,31585,1,,1,,1,,0,0,0,1,
39368,47889,,0,,,1,,1,1,,1,
87202,51359,1,0,0,1,1,0,,,0,0,1
